,market,candle_date_time_utc,candle_date_time_kst,opening_price,high_price,low_price,trade_price,timestamp,candle_acc_trade_price,candle_acc_trade_volume,unit,gap,check
163,KRW-BTC,2021-12-10T20:00:00,2021-12-11T05:00:00,60286000.0,60500000.0,60218000.0,60368000.0,1639167297892,1596314860.13026,26.43526654,15,82000.0,Up
164,KRW-BTC,2021-12-10T19:45:00,2021-12-11T04:45:00,60287000.0,60331000.0,60201000.0,60286000.0,1639166399746,882851881.00319,14.6498944,15,59000.0,Up
165,KRW-BTC,2021-12-10T19:30:00,2021-12-11T04:30:00,60197000.0,60345000.0,60167000.0,60227000.0,1639165491941,806735320.30976,13.39133437,15,26000.0,Up
166,KRW-BTC,2021-12-10T19:15:00,2021-12-11T04:15:00,60044000.0,60273000.0,59910000.0,60201000.0,1639164590464,1408398342.88319,23.43757011,15,207000.0,Up
167,KRW-BTC,2021-12-10T19:00:00,2021-12-11T04:00:00,60038000.0,60089000.0,59880000.0,59994000.0,1639163690583,727976820.62259,12.13913729,15,-42000.0,Down
168,KRW-BTC,2021-12-10T18:45:00,2021-12-11T03:45:00,60056000.0,60056000.0,59927000.0,60036000.0,1639162798738,956892489.15684,15.94836227,15,44000.0,Up
169,KRW-BTC,2021-12-10T18:30:00,2021-12-11T03:30:00,60206000.0,60245000.0,59935000.0,59992000.0,1639161897953,948416966.86371,15.78515682,15,-214000.0,Down
170,KRW-BTC,2021-12-10T18:15:00,2021-12-11T03:15:00,60219000.0,60476000.0,60003000.0,60206000.0,1639160999671,1695727006.06913,28.1228265,15,6000.0,Up
171,KRW-BTC,2021-12-10T18:00:00,2021-12-11T03:00:00,59835000.0,60304000.0,59707000.0,60200000.0,1639160099526,4769327094.48284,79.43431725,15,400000.0,Up
172,KRW-BTC,2021-12-10T17:45:00,2021-12-11T02:45:00,59548000.0,59891000.0,59542000.0,59800000.0,1639159199752,1641214898.68638,27.50641299,15,258000.0,Up
173,KRW-BTC,2021-12-10T17:30:00,2021-12-11T02:30:00,59561000.0,59750000.0,59421000.0,59542000.0,1639158299207,2494814758.3381,41.90780036,15,-19000.0,Down
174,KRW-BTC,2021-12-10T17:15:00,2021-12-11T02:15:00,59830000.0,59832000.0,59499000.0,59561000.0,1639157399330,3672312049.60057,61.62514125,15,-269000.0,Down
175,KRW-BTC,2021-12-10T17:00:00,2021-12-11T02:00:00,59676000.0,59843000.0,59552000.0,59830000.0,1639156499382,2445560890.78959,40.97394259,15,154000.0,Up
176,KRW-BTC,2021-12-10T16:45:00,2021-12-11T01:45:00,59740000.0,59962000.0,59647000.0,59676000.0,1639155599870,2859832781.51264,47.79139909,15,-64000.0,Down
177,KRW-BTC,2021-12-10T16:30:00,2021-12-11T01:30:00,59791000.0,59924000.0,59479000.0,59740000.0,1639154699772,4443699741.43419,74.45676239,15,-50000.0,Down
178,KRW-BTC,2021-12-10T16:15:00,2021-12-11T01:15:00,59742000.0,59976000.0,59413000.0,59790000.0,1639153799827,9037308093.29502,151.52653309,15,48000.0,Up
179,KRW-BTC,2021-12-10T16:00:00,2021-12-11T01:00:00,59989000.0,59990000.0,59622000.0,59742000.0,1639152898649,8892098441.841,148.84896698,15,-247000.0,Down
180,KRW-BTC,2021-12-10T15:45:00,2021-12-11T00:45:00,60167000.0,60169000.0,59810000.0,59989000.0,1639151998065,7629499653.14342,127.24492209,15,-161000.0,Down
181,KRW-BTC,2021-12-10T15:30:00,2021-12-11T00:30:00,60286000.0,60300000.0,60100000.0,60150000.0,1639151100103,2802522772.98945,46.56651565,15,-136000.0,Down
182,KRW-BTC,2021-12-10T15:15:00,2021-12-11T00:15:00,60298000.0,60631000.0,60242000.0,60286000.0,1639150199000,4306246899.37182,71.27060406,15,-12000.0,Down
183,KRW-BTC,2021-12-10T15:00:00,2021-12-11T00:00:00,60321000.0,60490000.0,60002000.0,60298000.0,1639149299562,7898683475.88403,131.0928511,15,-23000.0,Down
184,KRW-BTC,2021-12-10T14:45:00,2021-12-10T23:45:00,61449000.0,61452000.0,60100000.0,60321000.0,1639148399867,15385206705.93846,253.89822865,15,-1128000.0,Down
185,KRW-BTC,2021-12-10T14:30:00,2021-12-10T23:30:00,61600000.0,61651000.0,61400000.0,61449000.0,1639147499444,4435002250.49205,72.10759531,15,-151000.0,Down
186,KRW-BTC,2021-12-10T14:15:00,2021-12-10T23:15:00,61701000.0,61701000.0,61489000.0,61600000.0,1639146600018,6355217343.16707,103.15123818,15,-100000.0,Down
187,KRW-BTC,2021-12-10T14:00:00,2021-12-10T23:00:00,61360000.0,61792000.0,61345000.0,61700000.0,1639145700066,6472351308.56687,105.01465914,15,350000.0,Up
188,KRW-BTC,2021-12-10T13:45:00,2021-12-10T22:45:00,61594000.0,61688000.0,61313000.0,61350000.0,1639144800124,8615423513.65435,139.9724507,15,-244000.0,Down
189,KRW-BTC,2021-12-10T13:30:00,2021-12-10T22:30:00,60770000.0,61995000.0,60718000.0,61594000.0,1639143899780,21830297379.15088,354.2291105,15,824000.0,Up
190,KRW-BTC,2021-12-10T13:15:00,2021-12-10T22:15:00,60977000.0,60980000.0,60660000.0,60770000.0,1639142998941,4035696508.97896,66.36012679,15,-208000.0,Down
191,KRW-BTC,2021-12-10T13:00:00,2021-12-10T22:00:00,60942000.0,61100000.0,60800000.0,60978000.0,1639142099804,3880097616.65408,63.66307099,15,48000.0,Up
192,KRW-BTC,2021-12-10T12:45:00,2021-12-10T21:45:00,60901000.0,61020000.0,60845000.0,60930000.0,1639141199586,3571442228.97631,58.61515212,15,35000.0,Up
193,KRW-BTC,2021-12-10T12:30:00,2021-12-10T21:30:00,60785000.0,60901000.0,60666000.0,60895000.0,1639140299696,3430673172.44323,56.43356186,15,112000.0,Up
194,KRW-BTC,2021-12-10T12:15:00,2021-12-10T21:15:00,61166000.0,61234000.0,60614000.0,60783000.0,1639139399863,6357537542.35788,104.47503442,15,-384000.0,Down
195,KRW-BTC,2021-12-10T12:00:00,2021-12-10T21:00:00,60577000.0,61270000.0,60576000.0,61167000.0,1639138499821,11201554488.4123,183.56749287,15,590000.0,Up
196,KRW-BTC,2021-12-10T11:45:00,2021-12-10T20:45:00,60418000.0,60597000.0,60385000.0,60577000.0,1639137599981,6538409080.2854,108.08740673,15,159000.0,Up
197,KRW-BTC,2021-12-10T11:30:00,2021-12-10T20:30:00,60312000.0,60447000.0,60273000.0,60418000.0,1639136699323,5053386751.69662,83.6823658,15,106000.0,Up
198,KRW-BTC,2021-12-10T11:15:00,2021-12-10T20:15:00,60281000.0,60330000.0,60157000.0,60312000.0,1639135799440,3757035375.18382,62.36928168,15,31000.0,Up
199,KRW-BTC,2021-12-10T11:00:00,2021-12-10T20:00:00,59898000.0,60285000.0,59881000.0,60281000.0,1639134899970,4840447736.4389,80.48362708,15,0.0,0
